127.0.0.1 - - [05/Dec/2024:08:11:55 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:06:24 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733367984076&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:06:24 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733367984076&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:06:24 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733367984942&code=MT&defaultCheck=Y&gridReference=refRehandleGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:06:24 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733367984946&code=MT&defaultCheck=Y&gridReference=refRehandleDataGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:06:24 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/comboList?_dc=1733367984952&searchType=initComboList&screanNm=RHDL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:06:24 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733367984958&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:06:25 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733367984946&code=MT&defaultCheck=Y&gridReference=refRehandleDataGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:06:25 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733367984942&code=MT&defaultCheck=Y&gridReference=refRehandleGrid&page=1&start=0&limit=25 HTTP/1.1" 200 1091
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:06:25 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733367984958&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:06:25 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/comboList?_dc=1733367984952&searchType=initComboList&screanNm=RHDL&page=1&start=0&limit=25 HTTP/1.1" 200 189088
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:06:54 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/list?_dc=1733368014676&table=&id=MOST.model.operation.SearchRehandlingParm-1&rhdlNo=&blNo=&vslCallId=&orgRefNo=&orgVslCallId=&orgBlSn=&orgCgNo=&cgNo=&nxVslCallId=&nxRefNo=&nxGrNo=&opeClassCd=&caTgNm=&pkgQty=0&wgt=0&msrmt=0&stsYn=&orgGrNo=&rhdlMode=&rhdlModeNm=&updDt=&rhdlPkgQty=0&rhdlWgt=0&rhdlMsrmt=0&balPkgQty=0&balWgt=0&balMsrmt=0&chk=&no=0&userId=&cgCoCd=&spCaCoCd=&cgCoNm=&spCaCoNm=&rhdlChk=&shuYn=&dmgYn=&jobNo=&blSn=&cgTpCd=&nxCgNo=&shipgNoteNo=&searchType=rhdlOp&jobGroup=&jobRhdlNo=&stat=&statNm=&fnlLoadYn=&fnlHoYn=&grNo=&rhdlGroupNo=&rhdlGroupYn=&linked=&whLocIds=&delvTpCd=&stRhdl=&endRhdl=&shiftDt=&shiftId=&items=&yardInDateFrom=06%2F09%2F2024&yardInDateTo=05%2F12%2F2024&authoType=&userType=I&ptnrCode=%20&masterBlNo=&bookingNo=&cmdtGrCd=&cmdtCd=&pkgNo=&shipgAgentCd=&sort=&page=1&start=0&limit=100 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:06:55 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/list?_dc=1733368014676&table=&id=MOST.model.operation.SearchRehandlingParm-1&rhdlNo=&blNo=&vslCallId=&orgRefNo=&orgVslCallId=&orgBlSn=&orgCgNo=&cgNo=&nxVslCallId=&nxRefNo=&nxGrNo=&opeClassCd=&caTgNm=&pkgQty=0&wgt=0&msrmt=0&stsYn=&orgGrNo=&rhdlMode=&rhdlModeNm=&updDt=&rhdlPkgQty=0&rhdlWgt=0&rhdlMsrmt=0&balPkgQty=0&balWgt=0&balMsrmt=0&chk=&no=0&userId=&cgCoCd=&spCaCoCd=&cgCoNm=&spCaCoNm=&rhdlChk=&shuYn=&dmgYn=&jobNo=&blSn=&cgTpCd=&nxCgNo=&shipgNoteNo=&searchType=rhdlOp&jobGroup=&jobRhdlNo=&stat=&statNm=&fnlLoadYn=&fnlHoYn=&grNo=&rhdlGroupNo=&rhdlGroupYn=&linked=&whLocIds=&delvTpCd=&stRhdl=&endRhdl=&shiftDt=&shiftId=&items=&yardInDateFrom=06%2F09%2F2024&yardInDateTo=05%2F12%2F2024&authoType=&userType=I&ptnrCode=%20&masterBlNo=&bookingNo=&cmdtGrCd=&cmdtCd=&pkgNo=&shipgAgentCd=&sort=&page=1&start=0&limit=100 HTTP/1.1" 200 7614
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:06:58 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733368018347&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:06:58 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733368018347&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:09:24 +0700] "OPTIONS /MOST_PPSB_Web/rest/auth/checkSession?_dc=1733368164150 HTTP/1.1" 202 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:09:25 +0700] "POST /MOST_PPSB_Web/rest/auth/checkSession?_dc=1733368164150 HTTP/1.1" 500 11871
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:09:30 +0700] "OPTIONS /MOST_PPSB_Web/rest/auth/token?_dc=1733368170660 HTTP/1.1" 202 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:09:30 +0700] "POST /MOST_PPSB_Web/rest/auth/token?_dc=1733368170660 HTTP/1.1" 200 1989
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:09:30 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733368170763&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:09:30 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733368170763&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 74597
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:09:31 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733368171051&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:09:31 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/favourites?_dc=1733368171141&userId=MOSTADMIN&systemCode=MOST&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:09:31 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/favourites?_dc=1733368171141&userId=MOSTADMIN&systemCode=MOST&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:09:31 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733368171515&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:09:31 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733368171051&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 129348
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:09:31 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733368171515&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 129348
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:09:31 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/basic/profile?_dc=1733368171782&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:09:31 +0700] "GET /MOST_PPSB_Web/rest/v1/basic/profile?_dc=1733368171782&page=1&start=0&limit=25 HTTP/1.1" 200 1901
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:10:09 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733368209516&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:10:09 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733368209516&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:10:10 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733368210330&code=MT&defaultCheck=Y&gridReference=refRehandleGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:10:10 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733368210333&code=MT&defaultCheck=Y&gridReference=refRehandleDataGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:10:10 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/comboList?_dc=1733368210340&searchType=initComboList&screanNm=RHDL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:10:10 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733368210368&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:10:10 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733368210333&code=MT&defaultCheck=Y&gridReference=refRehandleDataGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:10:10 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/comboList?_dc=1733368210340&searchType=initComboList&screanNm=RHDL&page=1&start=0&limit=25 HTTP/1.1" 200 189088
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:10:11 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733368210330&code=MT&defaultCheck=Y&gridReference=refRehandleGrid&page=1&start=0&limit=25 HTTP/1.1" 200 1091
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:10:11 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733368210368&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:10:33 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/list?_dc=1733368232926&table=&id=MOST.model.operation.SearchRehandlingParm-1&rhdlNo=&blNo=&vslCallId=&orgRefNo=&orgVslCallId=&orgBlSn=&orgCgNo=&cgNo=&nxVslCallId=&nxRefNo=&nxGrNo=&opeClassCd=&caTgNm=&pkgQty=0&wgt=0&msrmt=0&stsYn=&orgGrNo=&rhdlMode=&rhdlModeNm=&updDt=&rhdlPkgQty=0&rhdlWgt=0&rhdlMsrmt=0&balPkgQty=0&balWgt=0&balMsrmt=0&chk=&no=0&userId=&cgCoCd=&spCaCoCd=&cgCoNm=&spCaCoNm=&rhdlChk=&shuYn=&dmgYn=&jobNo=&blSn=&cgTpCd=&nxCgNo=&shipgNoteNo=&searchType=rhdlOp&jobGroup=&jobRhdlNo=&stat=&statNm=&fnlLoadYn=&fnlHoYn=&grNo=&rhdlGroupNo=&rhdlGroupYn=&linked=&whLocIds=&delvTpCd=&stRhdl=&endRhdl=&shiftDt=&shiftId=&items=&yardInDateFrom=06%2F09%2F2024&yardInDateTo=05%2F12%2F2024&authoType=&userType=I&ptnrCode=%20&masterBlNo=&bookingNo=&cmdtGrCd=&cmdtCd=&pkgNo=&shipgAgentCd=&sort=&page=1&start=0&limit=100 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:10:33 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/list?_dc=1733368232926&table=&id=MOST.model.operation.SearchRehandlingParm-1&rhdlNo=&blNo=&vslCallId=&orgRefNo=&orgVslCallId=&orgBlSn=&orgCgNo=&cgNo=&nxVslCallId=&nxRefNo=&nxGrNo=&opeClassCd=&caTgNm=&pkgQty=0&wgt=0&msrmt=0&stsYn=&orgGrNo=&rhdlMode=&rhdlModeNm=&updDt=&rhdlPkgQty=0&rhdlWgt=0&rhdlMsrmt=0&balPkgQty=0&balWgt=0&balMsrmt=0&chk=&no=0&userId=&cgCoCd=&spCaCoCd=&cgCoNm=&spCaCoNm=&rhdlChk=&shuYn=&dmgYn=&jobNo=&blSn=&cgTpCd=&nxCgNo=&shipgNoteNo=&searchType=rhdlOp&jobGroup=&jobRhdlNo=&stat=&statNm=&fnlLoadYn=&fnlHoYn=&grNo=&rhdlGroupNo=&rhdlGroupYn=&linked=&whLocIds=&delvTpCd=&stRhdl=&endRhdl=&shiftDt=&shiftId=&items=&yardInDateFrom=06%2F09%2F2024&yardInDateTo=05%2F12%2F2024&authoType=&userType=I&ptnrCode=%20&masterBlNo=&bookingNo=&cmdtGrCd=&cmdtCd=&pkgNo=&shipgAgentCd=&sort=&page=1&start=0&limit=100 HTTP/1.1" 200 7614
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:10:40 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733368239998&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:10:40 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733368239998&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:12:30 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733368350147&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:12:30 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733368350147&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:13:59 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733368439246&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:13:59 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733368439246&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:32 +0700] "OPTIONS /MOST_PPSB_Web/rest/auth/checkSession?_dc=1733368592758 HTTP/1.1" 202 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:34 +0700] "POST /MOST_PPSB_Web/rest/auth/checkSession?_dc=1733368592758 HTTP/1.1" 500 11871
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:35 +0700] "OPTIONS /MOST_PPSB_Web/rest/auth/token?_dc=1733368595658 HTTP/1.1" 202 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:35 +0700] "POST /MOST_PPSB_Web/rest/auth/token?_dc=1733368595658 HTTP/1.1" 200 1989
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:35 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733368595837&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:35 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733368595837&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 74597
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:36 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733368596078&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:36 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/favourites?_dc=1733368596124&userId=MOSTADMIN&systemCode=MOST&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:36 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/favourites?_dc=1733368596124&userId=MOSTADMIN&systemCode=MOST&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:36 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733368596476&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:36 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733368596078&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 129348
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:36 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733368596476&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 129348
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:36 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/basic/profile?_dc=1733368596843&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:36 +0700] "GET /MOST_PPSB_Web/rest/v1/basic/profile?_dc=1733368596843&page=1&start=0&limit=25 HTTP/1.1" 200 1901
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:50 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733368610903&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:50 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733368610903&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:51 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733368611658&code=MT&defaultCheck=Y&gridReference=refRehandleGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:51 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733368611660&code=MT&defaultCheck=Y&gridReference=refRehandleDataGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:51 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/comboList?_dc=1733368611663&searchType=initComboList&screanNm=RHDL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:51 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733368611669&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:52 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733368611660&code=MT&defaultCheck=Y&gridReference=refRehandleDataGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:52 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733368611658&code=MT&defaultCheck=Y&gridReference=refRehandleGrid&page=1&start=0&limit=25 HTTP/1.1" 200 1091
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:52 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/comboList?_dc=1733368611663&searchType=initComboList&screanNm=RHDL&page=1&start=0&limit=25 HTTP/1.1" 200 189088
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:16:52 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733368611669&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:17:01 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733368621805&code=MT&defaultCheck=Y&gridReference=refHiddenColumnGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:17:01 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733368621808&code=MT&defaultCheck=Y&gridReference=refShowColumnGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:17:02 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733368621905&code=MT&menu=app-rehandle&gridReference=refRehandleGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:17:02 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733368621808&code=MT&defaultCheck=Y&gridReference=refShowColumnGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:17:02 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733368621805&code=MT&defaultCheck=Y&gridReference=refHiddenColumnGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:17:02 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733368621905&code=MT&menu=app-rehandle&gridReference=refRehandleGrid&page=1&start=0&limit=25 HTTP/1.1" 200 1091
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:17:03 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/list?_dc=1733368623685&table=&id=MOST.model.operation.SearchRehandlingParm-1&rhdlNo=&blNo=&vslCallId=&orgRefNo=&orgVslCallId=&orgBlSn=&orgCgNo=&cgNo=&nxVslCallId=&nxRefNo=&nxGrNo=&opeClassCd=&caTgNm=&pkgQty=0&wgt=0&msrmt=0&stsYn=&orgGrNo=&rhdlMode=&rhdlModeNm=&updDt=&rhdlPkgQty=0&rhdlWgt=0&rhdlMsrmt=0&balPkgQty=0&balWgt=0&balMsrmt=0&chk=&no=0&userId=&cgCoCd=&spCaCoCd=&cgCoNm=&spCaCoNm=&rhdlChk=&shuYn=&dmgYn=&jobNo=&blSn=&cgTpCd=&nxCgNo=&shipgNoteNo=&searchType=rhdlOp&jobGroup=&jobRhdlNo=&stat=&statNm=&fnlLoadYn=&fnlHoYn=&grNo=&rhdlGroupNo=&rhdlGroupYn=&linked=&whLocIds=&delvTpCd=&stRhdl=&endRhdl=&shiftDt=&shiftId=&items=&yardInDateFrom=06%2F09%2F2024&yardInDateTo=05%2F12%2F2024&authoType=&userType=I&ptnrCode=%20&masterBlNo=&bookingNo=&cmdtGrCd=&cmdtCd=&pkgNo=&shipgAgentCd=&sort=&page=1&start=0&limit=100 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:17:04 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/list?_dc=1733368623685&table=&id=MOST.model.operation.SearchRehandlingParm-1&rhdlNo=&blNo=&vslCallId=&orgRefNo=&orgVslCallId=&orgBlSn=&orgCgNo=&cgNo=&nxVslCallId=&nxRefNo=&nxGrNo=&opeClassCd=&caTgNm=&pkgQty=0&wgt=0&msrmt=0&stsYn=&orgGrNo=&rhdlMode=&rhdlModeNm=&updDt=&rhdlPkgQty=0&rhdlWgt=0&rhdlMsrmt=0&balPkgQty=0&balWgt=0&balMsrmt=0&chk=&no=0&userId=&cgCoCd=&spCaCoCd=&cgCoNm=&spCaCoNm=&rhdlChk=&shuYn=&dmgYn=&jobNo=&blSn=&cgTpCd=&nxCgNo=&shipgNoteNo=&searchType=rhdlOp&jobGroup=&jobRhdlNo=&stat=&statNm=&fnlLoadYn=&fnlHoYn=&grNo=&rhdlGroupNo=&rhdlGroupYn=&linked=&whLocIds=&delvTpCd=&stRhdl=&endRhdl=&shiftDt=&shiftId=&items=&yardInDateFrom=06%2F09%2F2024&yardInDateTo=05%2F12%2F2024&authoType=&userType=I&ptnrCode=%20&masterBlNo=&bookingNo=&cmdtGrCd=&cmdtCd=&pkgNo=&shipgAgentCd=&sort=&page=1&start=0&limit=100 HTTP/1.1" 200 7614
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:17:05 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733368625297&vslCallId=ASHL&orgRefNo=SNASHL202411181&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:10:17:05 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733368625297&vslCallId=ASHL&orgRefNo=SNASHL202411181&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
